sec_number,property_state,property_type,valuation_date,security_value,contract_of_sale_date,security_type,security_status,account_number,security_rank,region,is_primary
a46bf91e24e727eb8238ccec88b82354,Pennsylvania,Flat,2014-07-20,560345,,Mortgage,Valid,19dfc8e12067dd890d54e6cbdb55e3b7,1,Southern Pennsylvania,true
1786162f9ef58155bdb4f4efa1e6a431,Pennsylvania,Flat,,225175,2009-06-01,Mortgage,Valid,9f7a530f80c0ad2e8c853ee7d5c94164,1,Southern Pennsylvania,true
3d23d15e2e861d31a4f265dc815a6047,Pennsylvania,Detached,,984988,,Mortgage,Valid,05d894cee720af75916295be7a422c5b,1,Southern Pennsylvania,true
ae1bc8f17ba76e1c5773e3cc5737e587,Pennsylvania,Flat,2017-09-15,985767,,Mortgage,Valid,36edf854fee7bbb867dc957fe7d36b8b,1,Southern Pennsylvania,true
bf0c63e9732ab828f1448bb45d2caccb,Pennsylvania,Flat,2012-12-16,568192,2011-11-16,Mortgage,Valid,659cac0d3bf71c700e2d57352f42c5fb,1,Southern Pennsylvania,true
a79552b6564c6a6dfd3b7ec7ab38f81c,Pennsylvania,Flat,2018-06-27,122496,2018-06-23,Mortgage,Valid,41ce714d0d6725f566150f1ac05c8788,1,Southern Pennsylvania,true
d897af0acbc652d8fcc54e52a2298f64,Pennsylvania,Flat,2008-11-17,564902,2009-03-09,Mortgage,Valid,f3b31ecbaecb58a1c0585339ff4d557e,1,Southern Pennsylvania,true
96172017b3e63dc730a6dadabb8bcd0a,Pennsylvania,Flat,2016-10-04,129731,,Mortgage,Valid,707464766226cd6390106248eb59ed89,1,Southern Pennsylvania,true
2f2c38366a2dbb138f25e55f6f0e61a9,Pennsylvania,Flat,,986308,,Mortgage,Valid,e4cb40e585307c580c55fce26aae4779,1,Southern Pennsylvania,true
f7f3c54edacda47d7d6c2cbf5b431d40,Pennsylvania,Flat,2010-06-08,989682,,Mortgage,Valid,f339d1994a4f8cb4c57ced3020290555,1,Southern Pennsylvania,true
ebe7cdb3ae47c3a9fa9d55a51cbcf40a,Pennsylvania,Flat,2015-12-10,221443,2015-09-16,Mortgage,Valid,8c7fc5255c0c1d4232ddf46db3028a96,1,Southern Pennsylvania,true
fa278d4fc891ebc6b65d320b54d1e590,Pennsylvania,Flat,2015-01-23,566394,2015-03-14,Mortgage,Valid,e53b8bc69ddef97429309be54de79466,1,Southern Pennsylvania,true
97734059f6592a3ba80cb9a30880039f,Pennsylvania,Detached house,2008-01-29,122140,2007-11-02,Mortgage,Valid,ba1d24a33ef89e389a649058598c476f,1,Southern Pennsylvania,true
a54ce673682068bf3351a22cd6777697,Pennsylvania,Flat,2008-02-07,226614,2008-05-16,Mortgage,Valid,9714b4060b95622e2ddbd7b11b2aeb2e,1,Southern Pennsylvania,true
2b7a3803a04a305bc751fef7976eb59d,Pennsylvania,Flat,2021-06-18,120899,,Mortgage,Valid,0b2cc08fe123ab5fa49bc1fb3ecc2900,1,Southern Pennsylvania,true
699fd61137f8fdb3be7199daa00b7bf2,Pennsylvania,Flat,2009-03-16,560891,2008-07-29,Mortgage,Valid,94129203114ffe26220106566140a2db,1,Southern Pennsylvania,true
cb7c8b4872d0a9bd30a62496429eb5cd,Pennsylvania,Flat,2017-02-14,125990,,Mortgage,Valid,ba252993c6572d6a8462c9c293d5de40,1,Southern Pennsylvania,true
a44a80438d1fe335a3cd9e179ff8e119,Pennsylvania,Flat,2011-08-04,568890,,Mortgage,Valid,45c87c239773768631e4a15bfd678dd3,1,Southern Pennsylvania,true
9837f2f6afca623461851e053aac472e,Pennsylvania,Flat,2014-12-03,228941,2014-03-23,Mortgage,Valid,91227581d09c031e05e54335e0a33edf,1,Southern Pennsylvania,true
8d190ba16b45f09a083dc51cf9f047c8,Pennsylvania,Flat,2020-01-08,221131,2016-07-19,Mortgage,Valid,0cf40db68d5536683e84d433c6539f37,1,Southern Pennsylvania,true
fe47ae92dad9679bfc5dae325839e13e,Pennsylvania,Flat,2010-09-28,224826,,Mortgage,Valid,3ce223cb401190b2726a8bf24ad83deb,1,Southern Pennsylvania,true
9cd0cb6c30f4dd681c9a4ab5dace15f5,Pennsylvania,Detached,1999-12-10,981083,,Mortgage,Valid,6fe6c3cbacebca8627333f5718b70900,1,Southern Pennsylvania,true
9e2079e05839e7fb07aa779a92580292,Pennsylvania,Flat,2012-01-18,227348,,Mortgage,Valid,fdb8df024d22d7f3c7151ab46934adb8,1,Southern Pennsylvania,true
a29b7725a392bee449da44d7ce09498b,Pennsylvania,Commercial property,2009-02-13,222082,,Mortgage,Valid,7e69ad8c1b9fa3b81ee223015865762f,1,Southern Pennsylvania,true
dff1a751e816295c8ecee14b5dfb6231,Pennsylvania,Flat,2005-06-25,220982,2005-06-13,Mortgage,Valid,82e5fd732da4e84cc616317bca934245,1,Southern Pennsylvania,true
5e817411440a8939ddef0ac550d70a63,Pennsylvania,Flat,2016-08-18,569394,,Mortgage,Valid,e7275821c4c31cf40d03907e5ff24ef5,1,Southern Pennsylvania,true
d82ed6cace84897fc9a210c95c60c8d4,Pennsylvania,Flat,2009-12-15,563217,,Mortgage,Valid,d9a6e7af836e67d39ca8140a8f689a4b,1,Southern Pennsylvania,true
61f6f17b7b8444ef7aa5fbdda01d84a8,Pennsylvania,Flat,2016-01-17,224978,2016-05-18,Mortgage,Valid,9db9d41241a86ee4cb10e8f6420c8c90,1,Southern Pennsylvania,true
173a95fbd7d363d251bb8b2b6d5cfacd,Pennsylvania,Flat,2012-08-09,988084,2011-08-29,Mortgage,Valid,c2519a1a1121f0e9a7f14402ae18e6ef,1,Southern Pennsylvania,true
9e0cbea7d3319c6c94c71dfb93c151b8,Pennsylvania,Flat,2018-10-15,224666,2019-01-23,Mortgage,Defaulted,2c7461b45139c0bedf0273437f53501b,1,Southern Pennsylvania,true
d1be6c5b6c17364c1a43df2055121d23,Pennsylvania,Flat,2011-01-20,564381,,Mortgage,Valid,088f34435e6549a864512732b64dcd37,1,Southern Pennsylvania,true
e1aa3104ea7878f17e762c1060836d87,Pennsylvania,Flat,,982135,,Mortgage,Valid,ebfede3995d319105cc91f7964c4b4c5,1,Southern Pennsylvania,true
5e7890f776fb85bca942af27b0efe81f,Pennsylvania,Flat,,560774,2009-09-23,Mortgage,Valid,03f8e1939a6186e3b5270352c7733eca,1,Southern Pennsylvania,true
d39c4f2953315f04e0fe061494bfca3c,Pennsylvania,Flat,2013-11-02,227727,,Mortgage,Valid,c78101811f4c4c0f55cb19d131ca4922,1,Southern Pennsylvania,true
23613f987066ea4f456b35c4089fb4e2,Pennsylvania,Flat,2015-05-21,569978,,Mortgage,Valid,de4fcb5ee9872bc3f7e483fac202d451,1,Southern Pennsylvania,true
49781b90b09db1c685719a3e01ae7f88,Pennsylvania,Flat,2015-05-31,565994,,Mortgage,Valid,3f0a36bc931a9f998d397336dd9024d4,1,Southern Pennsylvania,true
f0f6d0df26446824caaede711cac8b08,Pennsylvania,Flat,2008-09-12,120096,,Mortgage,Valid,e5d7ab8b85ddc7510e2bc0fd15391c7b,1,Southern Pennsylvania,true
818205328cf4ddaae109da27113d22b0,Pennsylvania,Flat,2016-03-17,982970,,Mortgage,Valid,a9d15ee67be2df0a7f2521803ba32cbd,1,Southern Pennsylvania,true
5146defa33cf12a250c9211026c7e38e,Pennsylvania,Flat,2018-02-21,220439,2017-05-03,Mortgage,Valid,6c6a07dc34af869e35446d213ebaf5b7,1,Southern Pennsylvania,true
be0719d180ccc17cc61fe13ab534bc40,Pennsylvania,Flat,,986901,,Mortgage,Valid,8fdfa80e31b06668c5348f9a8b9432f3,1,Southern Pennsylvania,true
b06c216a3d55f2e98de6258ab3cf7e31,Pennsylvania,Coach House,2009-01-03,569317,,Mortgage,Valid,9ad81344580fb8c758d9416a90898bac,1,Southern Pennsylvania,true
f664847146868a3f4398e35e0e5c69e7,Pennsylvania,Flat,2004-06-30,122999,1998-06-23,Mortgage,Valid,b30c210d382673605f578bde5616530d,1,Southern Pennsylvania,true
276375feba9334b6e80b87de2196e415,Pennsylvania,Flat,2014-10-25,566978,2014-04-10,Mortgage,Valid,e7303475ba1c37f575a11893de71ee7e,1,Southern Pennsylvania,true
a5117691251193300f53868b543cd5e6,Pennsylvania,Coach House,2017-03-29,129177,,Mortgage,Valid,6dc6d857c7a812c837e14baf44274077,1,Southern Pennsylvania,true
3a53541594c1ba0af317d72b65180686,Pennsylvania,Flat,2018-11-01,226810,,Mortgage,Valid,a27f89abff2379f74739a6aa5b06baf8,1,Southern Pennsylvania,true
891b9a6a7404b54365a5987e0cf8d710,Pennsylvania,Flat,,124342,2013-10-20,Mortgage,Valid,0ddcb053d427208cc490a5bb48d8c815,1,Southern Pennsylvania,true
d92226e4e7db12ebbcf1f4026340cef2,Pennsylvania,Detached,2000-08-04,984881,,Mortgage,Valid,3bff37cbc465c64b7efe87d131ed9954,1,Southern Pennsylvania,true
7068160f584dc30925365b3a73ef6923,Pennsylvania,Flat,,569321,,Mortgage,Valid,60f1ee228963e8aac28104cb2cbc6fcc,1,Southern Pennsylvania,true
3c9247d37e86fcbaea39bdc397bc1a43,Pennsylvania,Commercial property,2016-12-22,127296,,Mortgage,Valid,8a62670a07af2840f2602ea2f1ecccab,1,Southern Pennsylvania,true
2896ac3a55b725efa68ed2e3d48bca96,Pennsylvania,Flat,2008-08-07,123578,2000-06-26,Mortgage,Valid,321f16698e6dc0abb745f8b4e65018e0,1,Southern Pennsylvania,true
129643d2151e16b4d8ce51a5bb975912,Pennsylvania,Flat,2019-04-13,981729,,Mortgage,Valid,15757342b5a9c13f008842d8559e9ce8,1,Southern Pennsylvania,true
568207bf79e92eabe7c5cc5284c14921,Pennsylvania,Flat,2014-05-25,986615,2001-09-12,Mortgage,Valid,fd8213bf26e778e8ee5d13dbbe6ce609,1,Southern Pennsylvania,true
936a4db637310d198b1c1cb72feb4919,Pennsylvania,Flat,2020-11-04,128066,2020-04-16,Mortgage,Valid,48bb7f8239cb9bbbf6728fab7b48fb1c,1,Southern Pennsylvania,true
c3d3cdd40aa470374fe521f2968843d5,Pennsylvania,Flat,2008-06-05,221106,2008-01-25,Mortgage,Valid,cf69855dfa0a84cb31f0b93378917b93,1,Southern Pennsylvania,true
8e73f1cff7f0a91aefd24a0e81ee9e81,Pennsylvania,Flat,2017-11-06,982242,,Mortgage,Valid,864f7ff0c25cbb70fc31ef5a282c784c,1,Southern Pennsylvania,true
7345cb37ba8ed9e5d6f6a2f66c746b33,Pennsylvania,Coach House,2009-04-13,982843,,Mortgage,Valid,e0393ed4dc15e0aa6e4b3066a4297716,1,Southern Pennsylvania,true
9847159a237a70f3acb720bd2566c949,Pennsylvania,Flat,,229617,2021-01-02,Mortgage,Valid,af20485fa80e803fb6ae6d78126ad5df,1,Southern Pennsylvania,true
0e39c38761a2979c16432914fd9f19f7,Pennsylvania,Flat,,569949,,Mortgage,Valid,79b49252989fb208ba92879e37245c2b,1,Southern Pennsylvania,true
53313928aadb49960e99cbfc4c4d0e01,Pennsylvania,Flat,2007-11-10,228504,,Mortgage,Valid,f2cd2938be33b6f1f5b9b94226e4a6a0,1,Southern Pennsylvania,true
6001ef5c3face0f2ddb3f4d324c33243,Pennsylvania,Flat,2016-04-07,124264,,Mortgage,Valid,198a3de9271656e0f8ca32290619c093,1,Southern Pennsylvania,true
977d839a17b96b39fa912caea7355939,Pennsylvania,Flat,2019-03-14,566628,,Mortgage,Valid,0651d6bcee73a083792baeb2afe798d8,1,Southern Pennsylvania,true
7ae0c325ae020a70f6c08085e4807757,Pennsylvania,Flat,2002-05-12,981616,2002-06-05,Mortgage,Valid,cce38755bd1e3e0b389193ad037720b4,1,Southern Pennsylvania,true
535515197576574a1273e0953f8f4b89,Pennsylvania,Flat,2017-07-11,220620,2011-12-27,Mortgage,Valid,647148784b586e4c7af71622c4ea463e,1,Southern Pennsylvania,true
b4ad45ae8b76d435e8a774153fc3512b,Pennsylvania,Flat,,567947,2019-01-04,Mortgage,Valid,8c57ca71439d823a33fba88cdd71f67b,1,Southern Pennsylvania,true
5b8ca937b1146e2daef7d69989b2ff2a,Pennsylvania,Flat,2016-08-15,560997,2016-01-10,Mortgage,Valid,7665c354f0928e10cc69fe7d710619a0,1,Southern Pennsylvania,true
75c211d010a23eb1f80633cf8377e9b4,Pennsylvania,Flat,2014-09-29,124071,2013-12-12,Mortgage,Valid,6c551c66ceb9078ad1e1358fb59253bb,1,Southern Pennsylvania,true
5042023a027566d9f03a36f880898c63,Pennsylvania,Flat,2018-05-27,982419,,Mortgage,Valid,d320f131f5ee45b17cdec8f9b8ae7c29,1,Southern Pennsylvania,true
7d2c48c106a7f88fed8af06ae931c34c,Pennsylvania,Flat,2015-05-12,225844,,Mortgage,Valid,98bac5a1a263881882ea2bee0edf7c52,1,Southern Pennsylvania,true
844049f2c4cd594b0cc96e9d97e4e63f,Pennsylvania,Flat,2014-04-18,983333,,Mortgage,Valid,e93bfe5a7411320c5c4995dff2c2db34,1,Southern Pennsylvania,true
5a0d52dae27baff81cb32b93a906c93a,Pennsylvania,Flat,2017-06-06,987838,2015-06-20,Mortgage,Valid,e8b268352f62663cfb71154934bb8426,1,Southern Pennsylvania,true
fa930de8fb2beb90c42bda10439d542f,Pennsylvania,Flat,2014-07-07,123865,2014-07-19,Mortgage,Valid,385af095d3276bbe740e040ddfb3ebb1,1,Southern Pennsylvania,true
d6f887f8fdf1acb6c621364885ec34c1,Pennsylvania,Flat,,564880,2017-11-29,Mortgage,Valid,c7b437cd5152d143f389fa2937dc6c0a,1,Southern Pennsylvania,true
75e142e2cde7778ccad9b53f4b866454,Pennsylvania,Flat,2008-04-25,989751,,Mortgage,Valid,7d82759127c5113707898c4900827857,1,Southern Pennsylvania,true
a057aba1d674502d58ea3eaaa102e2f5,Pennsylvania,Flat,2013-09-23,229366,2013-10-30,Mortgage,Valid,adbd56d47dcca1163a1e9da1aeab96c8,1,Southern Pennsylvania,true
693723941e2776dd81b7a4bb323c85ae,Pennsylvania,Flat,2013-09-12,227297,2012-09-12,Mortgage,Valid,e22ee7bea27c1033696370686f71eb94,1,Southern Pennsylvania,true
26380533abf71809d72c8e1681b41195,Pennsylvania,Flat,2011-12-16,986141,,Mortgage,Valid,d4560acd06ce0aa60ee0782422e7df28,1,Southern Pennsylvania,true
51723be1932226f83751bd9a733d2d75,Pennsylvania,Commercial property,2019-01-23,566813,,Mortgage,Valid,a2ab2e1049506ef8394ffb694b4d4bef,1,Southern Pennsylvania,true
79a657c98b5fe2931890780076c3bc98,Pennsylvania,Flat,,221244,2019-05-06,Mortgage,Valid,7a363eff51d415dfdcf5955ab41cceb4,1,Southern Pennsylvania,true
a0aa53bb9135441f43bec8151d01e3b9,Pennsylvania,Flat,2017-02-17,564050,,Mortgage,Valid,d0b78ffc0e66df4c7a34db8c88488f81,1,Southern Pennsylvania,true
daf5c2b5f2de0ca1617912fda93ca437,Pennsylvania,Flat,2016-10-22,225854,2016-08-23,Mortgage,Valid,2760eda0c598c3999eba1d545d24ff63,1,Southern Pennsylvania,true
648c72e69fae7a1c8bc46d1caa0ffac7,Pennsylvania,Flat,2013-01-17,126706,2013-03-03,Mortgage,Valid,4ebb22ac334d7bc4af5fff81a0d0b632,1,Southern Pennsylvania,true
100733e7e328d700e518086e2c490c8b,Pennsylvania,Flat,2008-10-20,122445,2008-04-20,Mortgage,Valid,d11abd33edd81cf436181d02f4715b54,1,Southern Pennsylvania,true
60fdfef8f08ff6fd581d581b128b87d2,Pennsylvania,Flat,2014-04-30,980322,,Mortgage,Valid,7773f08a92d3851c42660985884fcd68,1,Southern Pennsylvania,true
7341d2f51b332b9629a78691f5d7569b,Pennsylvania,Commercial property,2011-01-14,980642,,Mortgage,Valid,fab0c2a6db66c122653165b93ae159bc,1,Southern Pennsylvania,true
65f8ba50b7935cef9bf9f8a3480609e4,Pennsylvania,Flat,2016-11-22,986093,2017-09-20,Mortgage,Valid,63494b303c4c1191529c4e4c30dff8a0,1,Southern Pennsylvania,true
9c2ec9515c31bafb5e774791178e469c,Pennsylvania,Link semi detached house,2014-03-12,983413,,Mortgage,Valid,4998e263bce4dc8a089bf91825eb9301,1,Southern Pennsylvania,true
e51d7a5dbdd3c332004eebd29633686f,Pennsylvania,Flat,2013-01-07,980428,2010-02-03,Mortgage,Valid,d1e55c064499749c76271eeeda76b80b,1,Southern Pennsylvania,true
ce615bdf0bf37b04c7fa3acc3b5b78a8,Pennsylvania,Flat,2017-03-13,126657,2014-05-17,Mortgage,Valid,cb4ca8b0b0a45aacb5a84057423c3086,1,Southern Pennsylvania,true
49c8796813d6a5f9bdb56e2a512eadfc,Pennsylvania,Flat,2015-01-09,221127,,Mortgage,Valid,ccffcfe24cbc3b9c933c113591ac79af,1,Southern Pennsylvania,true
39b555ba9cfcbc637d8b84da125b8979,Pennsylvania,Flat,2017-07-07,227408,2018-01-06,Mortgage,Valid,9114a6a286a7548a1b5260e78e4d0ac8,1,Southern Pennsylvania,true
fc1bccbb90b721032fbe055529072ce7,Pennsylvania,Flat,2018-04-16,562377,,Mortgage,Valid,fd0561f851a22b437a9a376846fbfed0,1,Southern Pennsylvania,true
938df4ec7362c38a44e36cdef2c2face,Pennsylvania,Flat,2016-08-12,220841,,Mortgage,Valid,f14241f90cbaecdab5b044f5ae84f4aa,1,Southern Pennsylvania,true
d89bee98a333ab7c6d4d3fd64fe3cd1d,Pennsylvania,Detached,,989211,,Mortgage,Defaulted,2bb2d48ebcf95f4ef5890071dfcc3076,1,Southern Pennsylvania,true
0611dfa29e9ed9253fb69ccede58e879,Pennsylvania,Flat,,222624,2014-10-22,Mortgage,Defaulted,4632bcf8817b06a716c25d0f756c44a2,1,Southern Pennsylvania,true
2275f3f277c1094c5257216064e3ed11,Pennsylvania,Flat,2014-02-17,227986,,Mortgage,Valid,ce7b17f6af9510a9fba15d3731cd9b89,1,Southern Pennsylvania,true
aac3b152e50a8597ec6fe57cacb5b1b4,Pennsylvania,Commercial property,2017-09-12,129926,2003-07-31,Mortgage,Valid,e24cc10ce97102d3ab21b029be37ce04,1,Southern Pennsylvania,true
ff4b660d4bfac3403818ace10036c402,Pennsylvania,Flat,2016-09-27,562762,2015-05-09,Mortgage,Valid,3170c2246d220004a3f3ac5dbb6f1aca,1,Southern Pennsylvania,true
ba23b5851ab72f9ce7c3ecafe8bade33,Ohio,Flat,2015-12-26,228778,,Mortgage,Valid,fd3c9759b4ffd42fe88b1d191bae8866,2,Central Ohio,false
ddd9d583a4d51bd367556c6096db6db9,Texas,Flat,2006-05-20,229473,,Mortgage,Valid,4d613c0c71c4ebd4c3a0e67879219aef,2,Central Texas,false
6a6921f259f4c92459bef7a9d2ec9713,Texas,Detached,,126493,,Mortgage,Valid,1e1ad32e79b64f3ce50de200f07f2daf,2,Central Texas,false
c3fb1e40911c1389563133ac336633d4,Texas,Flat,2013-02-21,124261,,Mortgage,Valid,eb17dc4f9decb70e7a5959ad9ea4dc3e,2,Central Texas,false
4098a1ff842411c593274e2dd25df980,Ohio,Flat,2013-05-30,120746,,Mortgage,Valid,11680d46acab3981a1ca0e1160f64eb3,2,Northern Ohio,false
4592852f616e40b226c351cf02fb2d4c,Ohio,Flat,,122857,,Mortgage,Valid,82127b45e00828401547d9810070fb6b,2,Southern Ohio,false
0a25df213954324320ff484ca5b37f81,Ohio,Flat,,226694,2016-05-04,Mortgage,Valid,0265e01541b76a42a38204f2c4163a26,2,Southern Ohio,false
e566e32db827ec435f63a423e2dd4b39,Ohio,Flat,2016-06-25,560497,,Mortgage,Valid,6b2ce9b219b02fc41221cac39b840dcd,2,Southern Ohio,false
4d8b4360e95b7b79891f3347359434fc,Ohio,Flat,2019-10-03,980691,2015-04-11,Mortgage,Valid,1d808d1a9365864b6159e239da3e8b92,2,Southern Ohio,false
26410a3c41e40195436bc913a6fe0275,Ohio,Flat,2011-11-16,222909,2011-10-23,Mortgage,Valid,6ea3c6c7156fc9deea28d39302719d45,2,Southern Ohio,false
dd9f58ceb3a2be0f5b5b17afca563944,Ohio,Flat,2020-01-19,986460,,Mortgage,Valid,8667fb82228efa84c9fcaaa75d0b717a,2,Southern Ohio,false
c06e8fae867c0dcc029903296ecc039c,Ohio,Flat,,569044,2009-05-19,Mortgage,Valid,3192eb362194dc70819d9cd157ac4806,2,Southern Ohio,false
84dc3813d20ac76dc6ea52fa41e25677,Ohio,Flat,2016-08-30,129445,,Mortgage,Valid,b4f1091c34f295d2a3f26eb0251fa79b,2,Southern Ohio,false
40340a4ee9506ecce33c80dac4e03f63,Ohio,Coach House,2018-03-17,989428,,Mortgage,Valid,4a4c38f2d4aa99b672fb477378bddb25,2,Southern Ohio,false
4735124c07e4b81683c5917e970c10f3,Texas,Flat,,221150,2014-02-08,Mortgage,Valid,3d16ef94433304cf7626956a33d899bd,2,Northern Texas,false
47325dac67ea8c075048ddbfe75f5da8,Texas,Flat,2007-09-22,988901,2007-05-16,Mortgage,Valid,b0a24945b17406e031a21271142527b7,2,Southern Texas,false
6ed114c4ef1f13c1597cb2b11475cd3f,Texas,Flat,,981781,,Mortgage,Valid,8a5319c4f0199a117b08dda352d877d9,2,Southern Texas,false
c5c281bb36454f5dcdc993ce3194a06c,Texas,Flat,2015-09-11,982333,,Mortgage,Valid,80f958c5869420f72e2660ad2f93fe7d,2,Southern Texas,false
1afc33dea0c94bc0de3f2cc2960bf4f7,Texas,Coach House,2016-12-03,561751,,Mortgage,Valid,4a8ddff62e918cb42e73694c9e07ec0b,2,Southern Texas,false
45965b527cd6bc10bc070855e82ff4b5,Texas,Flat,2019-09-25,129101,,Pledge,Valid,df2945d6761d475a748b80de36d7fcfc,2,Southern Texas,false
8c5b54faf7f21604b244eed20876a367,Texas,Flat,2014-07-23,567613,,Mortgage,Valid,f6fe9c1f15e1d69275f8ee0a73b50403,2,Southern Texas,false
038a890961047da9765bd3580d0a7438,Texas,Flat,2018-03-08,226996,,Mortgage,Valid,b3260278b680012a066dbaad70f163ce,2,Southern Texas,false
ade785cc26a8143aad8ef7922e5bc76b,Texas,Flat,,561445,2016-04-08,Mortgage,Valid,cd3e7a29a062911ab31a74e85bffbcb9,2,Southern Texas,false
4f9f191c8205a59a5c78d5c3ad353d54,Texas,Flat,,123356,2018-12-19,Mortgage,Valid,8d5950eeee5c841d194d26379db84d45,2,Southern Texas,false
639d717099ca14c9688b6933507ee83c,Texas,Flat,,122621,2019-03-17,Mortgage,Valid,b20b72111e3c76c7334a1908fbaa34a0,2,Southern Texas,false
2714dbd863282b1674df520c0861e186,Texas,Flat,2016-10-14,983701,,Mortgage,Valid,d2f23ef8384804e7f5044edbd25536e0,2,Southern Texas,false
152ef1262eba561cfbcdc0b6f35ea373,Texas,Flat,2020-09-08,986493,,Mortgage,Valid,c161887ba3192a76eca37c29d1531d72,2,Southern Texas,false
fab9e9e428ac7689649d6efb55e0e8ac,Texas,Commercial property,2015-03-14,223711,2014-02-14,Mortgage,Valid,83f946482f6797fb640f4c5e94690def,2,Southern Texas,false
573ff81785c6981468d4157cd19d8852,Texas,Commercial property,2016-10-05,982434,,Mortgage,Valid,f8551859fe9a34bac790e0cb84e61462,2,Southern Texas,false
bec63eb3ebeb414bee92addb1ec2e812,Texas,Commercial property,2022-01-20,121755,,Mortgage,Valid,73b7819622da4e0db60a486909fbf8e0,2,Southern Texas,false
0adeaa827c88b4a9de57bbe7ddc756d9,Texas,Commercial property,2017-12-13,562634,,Mortgage,Valid,6bfe68fe53bb680a8c1e19372087b78d,2,Southern Texas,false
68ee73df57458157dd6e81ed55ba8902,Texas,Flat,2016-01-07,988701,,Mortgage,Valid,8e74def617f7d86d4d9e11f90aba0d49,2,Southern Texas,false
028f0261bca4cf7bd634ee7f708fea10,Texas,Flat,,563328,,Pledge,Valid,c3fc2fb27b51e7f3d94c380cde39416c,2,Southern Texas,false
065dd844087d2f3d9c7412ed71f534b6,Texas,Commercial property,2015-12-23,564058,,Mortgage,Valid,e05a2a5e47660389767ce3e7d2d42bdc,2,Southern Texas,false
3d91854e3e0a5726dfba379b93d5bd3b,Texas,Flat,2016-01-02,563777,,Mortgage,Valid,586c958a80e3c3b2af1ebfdd8978d233,2,Southern Texas,false
8cd6c886fa13851d614cd7a1ae3fff9a,Texas,Flat,2017-07-08,982690,,Mortgage,Valid,f11cb4bd7e51d1f438fd5f8ed4758f60,2,Southern Texas,false
011efb60cab6406e8980e18a3f2f760c,Texas,Detached house,2006-01-08,228513,2005-12-31,Mortgage,Valid,435183ea1724a848ef57f2bdcf4a28c6,2,Southern Texas,false
96768ea97e2199c73dcfda56ea9f1e25,Texas,Flat,2018-08-04,561073,,Mortgage,Valid,c7873600b1049e1f3b4485f21c77540a,2,Southern Texas,false
7d455ba8c808efab99a5578164e55a86,Texas,Flat,2015-11-18,982108,,Mortgage,Valid,0c06768094b72206be91ba48c3c40180,2,Southern Texas,false
0f87ac3d4740aa2153e89674283df065,Texas,Flat,,565541,2011-01-15,Mortgage,Valid,2e289680de01164d48331851cff743a0,2,Southern Texas,false
ff71909e8620de346a47f4ede09cc91e,Texas,Flat,,984343,2019-03-25,Mortgage,Valid,3227eef8b0549ebaad9aff45095ff07e,2,Southern Texas,false
02eb271674cd79b782f95b8f2f932478,Texas,Flat,2016-03-14,128361,,Pledge,Valid,a975558ead16e5c7f36e01d9997d1c1d,2,Southern Texas,false
548b6df3af277b64cf0cb6ee4b81c5b6,Texas,Flat,,220355,2019-10-29,Mortgage,Valid,38ec6540c870f1f8c36e0cadaa4aed3b,2,Southern Texas,false
206bfdfd477866e3a5f509165f303375,Texas,Flat,2018-05-25,123213,,Mortgage,Valid,686579e1b9fbe0f7612627b246a6ea24,2,Southern Texas,false
992f97708518d1c742e7778f00feda7a,Texas,Flat,2008-08-27,989452,,Mortgage,Valid,a69e3c02d529c14dd47cfeb9fa73efd8,2,Southern Texas,false
66674d6425f75f454a1e69a4416fec62,Texas,Flat,2016-03-31,121877,2002-10-20,Mortgage,Valid,2ea09bbd110445269f88a79a79bbea15,2,Southern Texas,false
7756cfdb521480405770161ea1decefd,Texas,Flat,2017-10-16,129236,,Mortgage,Valid,24e3026ce253576209ceeae3c7b79c2c,2,Southern Texas,false
250a961e4ea89d847789b2d613e3e08a,Florida,Flat,2021-07-14,560277,,Mortgage,Valid,e6c893a5d3173c826a28d3960e160713,2,Southern Florida,false
f5e66c268b06e88ad516e5532a91aa47,Florida,Flat,,563392,2015-06-13,Mortgage,Valid,c38d5bafc76c8826058c10b1d86d8ae8,2,Southern Florida,false
9da61d6c8cdd9faa829208d8895c0f20,Georgia,Flat,2018-05-29,124712,,Mortgage,Valid,ab31ab2660856ae051c9a5f8ae305279,2,Southern Georgia,false
e874f7c297769ca6a81fdd3c5bd89d1c,Georgia,Coach house,2014-05-19,981562,,Mortgage,Valid,95dfc9ee5b28c0de2fe8ebc66d22eaed,2,Southern Georgia,false
72745ba3161813937a2506582f5a0311,Georgia,Detached,,126616,,Mortgage,Valid,e1d536b872a6228df5a3e7464f5b95fd,2,Southern Georgia,false
8246674e7049f9b875bdc38a95267b16,New York,Flat,,563580,2021-03-24,Mortgage,Valid,3f8fe0782614abba1388ad9dfd75d731,2,Northern New York,false
8a581525a1744b906daa03c50a71dbd2,New York,Flat,2017-04-29,569946,,Pledge,Valid,d773943232035d24700d1a4208e80b26,2,Northern New York,false
6ed274c6a3007ab80788aa00c1016cf6,Illinois,Detached,2002-04-30,569381,,Mortgage,Valid,9fd9f4d9542fc22de279bde3a2e04b2c,2,Southern Illinois,false
d102734846c233f067d29bb495b5a1d6,Illinois,Flat,,221947,2014-01-28,Mortgage,Valid,c44111b405d885669dd20edcfb409eeb,2,Southern Illinois,false
